"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death"
2005,13431,111,63,174,30,21,33,141,156,126,141,198,297,351,492,729,882,1134,1506,2046,2274,1629,867,192,18,171,15,9,3,6,6,0,6,3,6,3,6,3,12,9,12,30,30,39,33,24,33,33,33,33,30,27,24,24,18,21,18,33,39,27,36,33,45,39,42,48,57,63,63,69,63,63,66,84,78,93,102,81,102,120,138,129,150,150,159,153,183,159,171,213,237,231,198,246,216,246,267,309,318,363,369,375,417,414,471,465,465,468,435,444,408,312,297,324,282,246,213,168,132,108,60,54,27,27,24,18,75.8,13602,72,51,123,30,24,18,60,54,39,87,123,189,294,339,492,618,774,1044,1605,2430,2436,1959,720,147,123,15,6,3,3,6,3,3,6,6,0,3,9,0,6,15,12,15,12,6,9,9,15,9,9,6,12,6,6,9,12,18,24,18,21,21,30,18,27,27,39,33,33,39,45,48,60,57,63,63,69,57,72,66,75,81,102,99,102,108,111,114,117,138,138,174,132,147,171,147,171,174,195,237,267,261,291,354,321,381,438,453,483,525,531,510,474,468,510,471,504,468,393,348,246,213,174,156,96,81,144,82.0
2006,13923,87,87,171,33,24,24,138,129,120,138,177,249,375,483,726,927,1197,1545,2124,2298,1818,957,228,36,174,12,6,6,9,6,3,6,0,9,3,6,6,6,3,15,24,27,33,39,33,24,27,24,18,24,30,21,24,21,24,27,33,30,30,30,36,39,39,33,42,48,51,48,60,63,69,72,78,90,84,102,96,99,102,132,141,144,156,153,171,150,192,195,219,231,249,228,249,240,243,300,312,363,330,357,411,441,444,468,480,471,450,447,453,447,402,357,309,306,267,234,189,162,102,75,60,36,30,27,36,76.3,14322,69,57,126,27,12,18,60,48,48,69,120,192,285,369,516,609,822,1137,1707,2334,2667,2142,849,165,126,9,6,9,3,3,0,3,3,3,3,3,6,0,3,9,12,15,15,12,15,6,9,9,9,12,15,6,12,6,15,9,18,12,15,21,21,24,33,21,33,27,42,42,51,51,51,57,69,57,66,69,81,72,84,81,90,99,129,114,126,96,147,105,138,150,129,180,171,192,186,177,225,261,288,282,306,327,375,420,399,453,465,492,525,585,570,486,519,504,528,453,429,399,333,261,219,174,111,81,165,82.3
2007,14277,87,84,174,42,24,27,120,150,117,144,204,252,408,519,705,918,1203,1575,2151,2445,1836,963,258,39,174,18,12,9,3,9,3,3,3,9,3,6,3,6,9,18,12,27,39,21,39,36,33,24,18,21,24,30,18,24,24,21,30,30,39,39,39,45,39,45,51,39,42,60,63,81,63,78,102,81,84,102,108,117,111,129,111,150,135,180,180,183,174,195,183,234,219,234,258,258,297,300,282,351,345,351,435,420,450,498,480,525,498,462,477,435,420,387,306,285,291,222,192,150,111,81,72,45,39,24,39,76.5,14247,81,60,144,39,15,24,66,54,45,81,132,210,240,354,522,618,882,1080,1602,2292,2754,2103,819,168,141,15,12,9,6,0,3,6,0,3,6,3,6,6,3,15,15,18,12,9,15,6,18,12,9,9,12,3,6,9,9,18,15,12,24,24,21,27,33,24,33,33,33,51,60,42,45,39,60,54,60,66,81,69,72,96,111,114,102,99,114,99,138,126,144,159,165,180,183,195,174,192,222,234,258,276,315,303,345,363,372,411,495,507,510,579,603,597,483,492,519,471,414,375,324,270,186,168,120,75,168,82.5
2008,14535,117,78,198,45,18,33,132,153,120,123,189,249,366,477,711,978,1260,1506,2148,2529,2040,978,249,39,198,27,9,6,3,6,3,6,0,3,6,3,6,9,12,12,27,27,24,36,33,27,36,33,21,30,27,18,24,18,21,18,33,24,27,33,39,33,36,48,27,54,54,60,51,78,66,54,81,84,81,90,96,114,90,135,135,129,147,165,186,198,213,174,207,228,243,258,255,270,273,282,306,306,342,381,402,399,462,504,498,525,498,531,480,468,501,408,345,315,258,267,186,153,123,99,69,39,21,21,39,76.8,14655,69,57,126,36,18,18,66,54,54,63,132,177,240,345,567,684,858,1146,1611,2367,2847,2151,918,171,126,18,9,3,3,3,3,3,3,6,3,0,3,3,9,15,12,9,18,18,18,12,9,3,12,9,6,12,9,15,12,9,12,12,18,21,27,24,24,39,33,33,30,42,39,39,60,51,42,48,51,78,69,75,66,84,108,111,117,144,123,141,153,132,138,141,153,198,186,180,204,225,231,237,255,255,270,339,357,384,399,429,477,516,546,525,633,603,588,498,507,492,390,414,348,291,237,168,132,90,171,82.6
2009,14478,93,75,168,36,12,27,132,153,108,162,174,252,369,528,654,990,1248,1533,2055,2442,2070,1014,318,33,171,18,6,6,3,0,0,3,6,3,3,0,3,3,15,15,21,39,30,30,27,39,30,27,30,21,18,18,24,27,24,30,42,27,36,27,27,36,39,42,33,36,54,57,75,75,75,75,63,81,84,123,114,90,117,108,126,135,141,144,174,228,189,183,213,234,219,240,276,282,291,300,297,309,336,339,378,405,462,465,468,474,483,525,495,486,435,414,408,324,261,228,219,171,135,111,87,48,39,30,36,76.9,14484,84,57,138,33,21,27,54,45,66,63,117,183,291,408,462,681,870,1125,1470,2352,2895,2136,864,186,138,15,9,9,3,3,6,6,3,3,3,6,6,6,6,9,18,12,9,6,12,9,6,9,3,12,15,15,12,15,12,9,15,15,9,15,18,24,30,27,30,33,45,33,48,51,54,66,57,66,75,75,81,84,96,66,87,93,105,108,114,144,153,123,144,132,156,180,192,207,213,204,225,216,267,246,264,282,342,333,390,432,483,516,531,537,585,564,594,615,495,474,447,405,312,267,222,177,111,87,189,82.8
2010,14223,117,66,186,36,12,24,117,141,96,99,177,240,399,519,711,936,1197,1485,1896,2469,2085,1044,318,39,183,9,12,6,6,3,3,0,3,0,3,3,3,3,6,12,18,24,39,24,30,36,30,33,6,18,24,18,18,18,21,21,21,15,21,18,27,45,33,51,36,48,48,42,63,63,75,75,96,84,105,87,105,108,117,141,132,144,165,135,150,159,198,216,207,204,207,228,261,297,261,291,303,297,333,360,363,384,369,423,444,480,558,492,495,492,444,417,375,357,315,225,192,171,138,96,81,69,48,24,36,77.0,14214,87,54,141,30,6,18,51,51,57,75,108,189,285,369,462,684,855,1095,1455,2271,2835,2124,894,165,138,15,9,3,0,3,0,0,0,3,3,3,3,6,6,6,9,9,18,9,12,18,6,6,6,9,12,18,9,9,15,9,18,18,15,15,18,27,21,27,39,30,45,39,36,39,63,45,63,75,84,57,72,75,81,90,102,78,87,102,138,129,150,132,132,165,141,186,186,177,210,189,219,222,258,243,252,285,321,351,411,393,429,492,543,540,555,555,576,609,552,429,408,372,360,297,213,162,144,81,162,82.9
2011,14823,93,78,168,36,6,27,126,147,111,123,147,258,342,498,738,981,1233,1584,1971,2502,2286,1173,327,39,168,18,12,3,3,0,3,3,0,0,3,3,9,6,6,12,21,30,27,33,33,36,24,33,21,24,24,27,21,21,27,30,21,24,24,30,27,27,33,33,51,60,39,48,66,60,54,66,84,78,87,102,105,96,108,135,141,123,159,183,165,174,207,234,204,219,258,240,225,291,315,321,288,351,306,315,354,426,447,429,480,477,483,513,546,507,453,453,465,408,336,312,213,171,144,129,78,57,45,18,39,77.5,15258,72,51,120,18,9,15,48,78,66,81,117,180,270,366,492,726,945,1167,1512,2349,3051,2457,999,189,120,9,3,0,3,3,3,0,0,3,3,3,3,6,3,6,6,15,12,12,21,18,12,15,12,15,15,9,9,15,18,15,21,15,12,15,18,27,24,33,33,33,30,42,42,42,51,42,60,69,69,69,75,78,78,87,99,99,114,90,111,126,144,156,192,168,192,201,180,201,219,240,219,231,255,276,276,273,330,360,414,438,480,525,492,585,630,594,600,639,615,576,465,423,375,312,237,201,141,108,192,83.2
2012,15057,84,60,144,33,18,30,117,135,120,93,147,237,369,531,675,963,1290,1659,1905,2541,2415,1251,351,33,141,15,6,6,3,3,3,3,0,6,6,6,3,6,9,18,21,21,24,33,33,27,21,27,24,27,27,21,24,18,15,18,18,21,24,24,30,18,42,36,39,48,48,54,48,63,60,72,81,90,90,96,105,111,126,123,126,129,150,150,165,192,186,192,225,237,255,240,282,282,297,333,357,312,357,345,375,399,381,405,462,489,513,540,534,495,525,507,498,390,354,327,249,189,129,126,96,57,42,33,33,77.6,15042,75,39,114,30,12,18,54,54,36,78,87,180,297,405,456,669,864,1164,1524,2256,3006,2484,1062,189,114,12,12,3,3,3,0,3,0,6,0,3,6,6,6,6,9,18,18,6,18,9,9,9,9,9,6,6,6,6,9,18,12,21,15,15,12,15,18,24,24,39,39,39,39,33,57,60,60,87,69,84,93,66,93,69,87,84,108,108,114,138,108,144,165,177,168,171,174,177,228,225,225,237,249,285,300,312,300,333,384,405,471,462,531,579,585,624,609,609,603,588,537,396,357,312,252,195,165,138,189,83.5
2013,14931,87,57,147,24,12,15,102,126,102,93,144,228,360,534,717,936,1278,1668,1905,2457,2460,1215,342,63,147,12,6,0,3,0,3,3,0,3,3,6,0,0,0,15,15,18,27,30,30,27,30,21,21,27,15,18,21,18,21,21,15,21,18,27,33,21,27,36,42,45,54,45,45,66,72,66,84,78,99,87,99,117,135,117,135,150,153,162,153,168,192,219,204,261,243,252,243,276,276,354,318,360,360,348,363,354,435,408,459,468,498,528,501,552,513,489,510,396,363,315,240,177,123,108,96,66,42,33,66,77.8,14640,72,39,114,27,12,18,48,45,39,66,96,168,258,435,486,708,906,1140,1536,2145,2877,2334,993,189,114,12,9,6,6,6,3,0,3,0,3,3,3,3,6,9,9,9,9,12,3,12,12,12,6,9,9,6,9,9,9,15,18,12,9,12,18,18,18,30,21,30,30,42,45,42,51,48,48,66,75,72,96,96,96,99,93,69,108,117,114,105,150,159,177,156,183,189,186,195,198,243,234,210,255,261,273,294,345,357,387,357,432,480,486,579,546,528,603,621,546,513,510,459,309,282,267,177,147,117,189,83.1
2014,15654,126,57,180,30,27,15,90,120,102,111,150,219,342,564,705,951,1392,1656,1986,2508,2541,1509,411,48,183,12,6,9,6,6,3,9,3,3,3,3,0,3,6,12,15,21,15,24,21,21,27,21,27,21,27,24,18,12,21,18,24,27,21,24,30,36,30,33,39,36,42,45,54,48,63,72,69,90,84,108,99,129,141,126,147,129,141,162,174,183,180,201,213,234,267,324,282,285,294,276,366,396,324,384,384,384,393,444,435,459,525,525,564,534,597,543,477,393,429,345,264,252,216,132,120,78,51,33,48,78.1,15408,111,36,144,24,9,12,33,39,51,54,78,168,240,414,549,717,915,1188,1611,2355,2958,2595,1050,201,147,15,3,3,3,0,3,3,3,3,0,0,3,6,3,3,3,12,12,6,6,9,9,6,9,12,6,21,0,9,6,6,12,15,12,9,12,24,18,15,30,33,27,39,42,45,42,48,54,54,75,72,84,90,90,93,99,108,123,132,120,123,132,171,165,174,177,189,189,189,222,225,252,234,255,288,300,324,321,378,393,426,513,486,534,561,564,627,600,600,621,567,522,471,411,285,267,210,171,114,201,83.2
2015,15801,81,48,129,30,18,24,96,132,117,111,126,213,339,516,723,990,1401,1761,2052,2454,2562,1554,408,57,129,12,6,3,6,6,3,0,3,6,3,6,3,6,6,12,6,15,27,33,21,27,24,21,39,27,18,27,21,24,18,21,24,27,21,27,27,18,24,27,33,39,48,42,51,63,60,63,84,69,87,96,96,114,123,132,147,135,159,153,180,183,195,213,219,240,288,285,300,282,300,342,315,399,405,405,423,426,399,393,462,453,474,522,540,513,549,537,501,462,423,363,297,255,216,162,87,69,51,36,54,77.8,15807,81,42,123,24,12,15,45,48,51,66,87,156,282,420,522,669,1014,1242,1686,2358,2940,2697,1113,231,123,9,6,3,6,3,3,3,3,0,0,3,3,3,6,15,6,9,9,6,9,3,9,12,12,12,9,12,15,9,12,9,12,15,18,12,21,21,21,15,27,18,36,30,42,54,48,60,66,54,69,75,96,87,99,99,102,111,96,114,105,144,126,132,159,165,174,180,267,225,234,216,204,273,315,315,297,342,369,360,378,432,501,492,558,573,585,594,576,612,633,585,519,504,456,348,258,213,180,117,231,83.3
2016,15789,66,48,111,27,21,21,87,117,132,123,135,222,339,549,801,990,1419,1626,2058,2412,2559,1572,432,51,111,12,6,6,3,9,3,6,3,3,0,0,3,3,9,9,12,21,21,21,18,30,21,33,18,33,30,21,24,24,21,33,27,21,24,33,36,24,21,24,39,36,39,54,57,54,51,84,72,81,87,111,93,114,138,153,162,141,168,174,168,180,222,207,216,264,252,276,291,339,300,267,321,327,408,390,381,426,435,426,462,486,450,474,537,582,504,558,465,450,459,348,300,243,222,171,102,78,45,36,48,78.0,15390,69,33,102,12,18,12,39,51,57,72,84,162,255,408,558,687,981,1182,1620,2178,2946,2583,1155,234,99,3,6,0,0,3,3,3,3,6,0,3,3,3,6,3,6,9,6,9,12,12,6,9,15,9,15,15,6,18,18,12,15,12,15,12,18,21,18,18,27,21,36,39,39,48,42,54,51,60,75,66,66,99,102,114,108,105,117,117,135,135,129,132,159,144,162,216,213,246,201,216,249,237,276,300,291,342,333,357,393,387,432,465,501,564,573,591,618,606,606,585,552,441,399,375,333,162,156,129,234,83.4
2017,16848,78,45,120,27,15,21,81,141,159,138,156,234,369,549,768,1077,1422,1758,2280,2538,2745,1671,501,75,123,15,3,6,6,6,0,3,6,3,6,0,3,6,6,9,9,15,24,27,30,30,24,24,36,36,33,33,27,30,24,24,33,24,27,27,27,30,36,33,39,39,45,51,60,69,57,66,84,96,84,87,105,132,141,129,129,147,165,195,201,216,201,234,231,246,246,294,306,330,357,309,351,378,363,420,477,456,459,474,495,489,492,504,555,567,627,534,492,522,429,381,342,294,225,180,135,93,51,39,75,78.1,16494,66,42,108,18,15,12,48,63,60,78,108,117,261,396,579,747,1029,1368,1845,2328,3132,2745,1230,207,108,12,0,3,0,3,3,3,3,3,0,0,0,3,3,12,3,12,9,12,12,15,15,9,12,12,12,18,12,6,15,15,12,18,18,24,15,18,27,21,18,15,21,33,30,48,54,57,57,48,63,78,84,93,84,108,123,120,126,108,126,126,159,168,168,174,201,189,228,240,249,249,267,288,318,318,378,369,384,402,408,459,453,489,519,582,591,648,666,642,651,585,567,495,450,390,348,213,159,120,210,83.2
2018,16983,69,45,117,27,15,21,96,138,135,147,147,225,336,540,858,1080,1386,1845,2247,2610,2673,1809,486,48,114,12,3,6,3,3,3,3,3,6,0,3,6,6,3,15,15,18,24,24,21,27,30,24,36,27,27,39,21,24,33,33,27,24,33,33,30,30,30,27,45,36,39,54,51,57,57,60,84,78,96,105,108,105,129,150,159,159,180,213,183,183,234,225,252,225,279,285,273,324,357,396,375,357,357,369,420,465,513,477,486,528,528,546,522,501,525,600,528,516,489,432,351,285,249,177,126,99,54,27,48,78.2,16239,69,36,105,27,12,24,42,54,69,81,111,144,240,396,585,753,1017,1356,1752,2265,2961,2784,1197,261,105,12,9,0,6,0,3,3,3,3,3,3,6,3,6,9,9,9,9,6,9,12,12,12,9,12,12,12,21,12,6,21,15,18,21,15,21,24,27,27,21,18,30,36,36,36,42,54,54,57,69,69,87,78,93,108,99,111,126,144,135,126,141,189,165,171,177,204,228,240,228,285,270,291,279,291,327,369,381,387,435,435,447,444,501,516,594,615,630,612,648,603,546,558,429,363,351,216,165,99,258,83.1
2019,17583,87,57,144,30,15,30,87,150,153,174,183,207,366,588,867,1062,1452,1974,2337,2565,2805,1785,552,54,144,15,9,6,3,3,6,3,3,3,6,3,3,9,6,6,21,15,21,21,21,27,36,36,33,39,27,18,33,36,33,30,27,42,39,30,30,42,45,36,45,33,42,42,42,69,66,78,81,72,96,99,117,120,153,141,168,186,159,213,213,189,213,207,240,276,291,282,282,318,354,357,435,405,423,426,402,477,513,516,468,531,528,504,531,567,558,582,603,498,483,423,354,297,228,183,129,120,60,60,54,78.0,16677,84,42,126,24,12,24,45,54,60,87,84,159,282,399,564,756,1017,1395,1773,2316,3084,2814,1338,267,126,12,6,3,6,3,3,0,3,3,0,3,6,6,6,9,9,9,6,12,6,12,18,12,6,9,12,12,12,15,18,18,12,18,18,15,15,12,21,15,30,30,36,36,27,51,54,48,60,66,75,72,81,81,93,102,96,126,123,117,135,138,138,162,183,165,225,183,204,240,228,264,315,288,297,309,336,318,408,402,438,429,465,480,507,525,612,621,672,651,639,600,567,534,474,375,351,288,195,126,267,83.3
2020,16905,87,48,132,18,21,27,78,111,141,129,159,219,369,525,768,1071,1404,1905,2331,2589,2523,1770,537,72,132,6,9,0,3,3,3,3,6,6,3,3,3,6,12,12,15,12,15,24,18,30,18,27,18,24,33,27,36,24,27,30,27,27,21,27,30,45,27,30,33,45,33,45,63,54,57,87,87,84,84,96,108,96,138,117,159,159,168,165,198,213,201,222,237,237,255,309,294,312,348,381,381,390,408,414,411,462,519,525,549,504,492,540,507,525,498,525,492,483,426,438,351,312,246,174,141,102,72,48,72,78.2,15708,63,27,93,18,3,18,48,60,63,72,99,135,228,393,624,735,1011,1362,1686,2244,2760,2541,1263,249,93,12,3,3,3,3,3,0,0,0,6,3,3,3,3,3,15,12,6,12,12,15,9,12,12,15,6,9,12,18,15,9,15,18,15,27,21,15,15,21,18,27,27,30,30,33,36,54,51,57,78,69,81,87,75,90,123,123,114,177,132,153,159,132,159,171,195,201,204,240,237,264,279,306,273,300,288,339,393,366,435,402,414,519,471,471,549,552,567,618,597,552,516,477,402,399,306,234,177,144,249,82.9
2021,18000,102,63,165,15,12,24,81,123,132,177,177,234,321,570,831,1092,1479,2004,2373,2769,2757,1935,651,84,165,9,0,6,3,6,3,0,0,3,3,3,0,6,6,9,6,15,18,27,21,24,21,27,30,24,27,15,30,36,39,33,33,36,36,24,39,42,36,33,39,48,48,54,42,51,63,69,63,78,90,96,114,123,147,135,150,168,183,192,195,210,219,234,234,264,300,264,318,333,342,366,390,432,474,486,405,501,468,513,540,558,543,564,558,597,531,531,558,540,513,429,378,345,267,228,162,117,96,51,84,78.4,16929,72,33,108,30,12,21,51,54,60,63,105,153,222,399,567,828,1011,1479,1830,2550,2901,2835,1383,264,108,12,9,6,6,3,0,3,3,3,0,3,3,6,9,9,9,12,9,12,15,12,12,9,9,15,9,15,12,9,12,15,12,12,15,21,21,24,24,18,21,33,33,33,36,39,39,54,36,57,60,63,87,93,93,96,93,138,105,132,141,156,168,177,183,189,180,210,204,225,240,297,315,294,333,327,363,372,357,411,450,522,519,546,510,543,582,561,615,597,630,645,585,528,447,438,327,252,210,153,264,82.9
2022,19764,69,51,120,24,9,21,69,114,144,180,174,228,351,588,909,1248,1566,2160,2709,3084,3030,2223,723,87,120,9,9,3,6,3,3,3,0,6,3,3,3,3,6,3,9,15,18,24,24,24,24,30,15,33,36,24,21,33,48,33,33,39,27,36,24,45,33,39,39,39,30,57,60,60,60,63,72,96,117,114,129,105,126,144,162,183,201,219,234,201,231,282,297,276,315,294,330,348,375,384,438,462,504,558,531,546,513,564,603,636,621,600,624,630,585,615,600,597,582,498,453,363,333,243,177,144,84,78,87,78.7,18810,48,39,84,18,12,15,42,63,72,78,111,147,258,405,600,900,1155,1518,2109,2907,3201,3147,1593,372,87,9,6,6,0,0,0,3,3,3,3,0,3,6,6,3,6,12,15,3,15,6,18,9,15,9,12,12,21,15,15,15,15,15,18,24,21,21,21,27,18,21,30,42,36,42,36,57,63,63,66,75,75,99,90,96,117,132,126,129,153,177,180,198,192,192,216,240,246,258,234,303,306,318,354,456,420,405,453,381,543,585,600,597,579,606,645,600,654,696,666,720,651,597,519,489,381,309,240,171,372,83.1
2023,19602,63,42,105,27,9,21,96,138,147,183,186,252,345,537,855,1233,1563,2106,2730,3189,2898,2166,723,96,105,12,6,6,3,3,0,3,3,0,6,3,3,3,6,9,15,21,27,24,27,24,24,24,42,36,18,33,24,36,33,36,42,36,39,36,42,42,24,39,45,60,54,48,48,51,75,63,81,78,90,90,105,111,144,144,147,159,180,222,216,234,213,267,300,246,315,291,333,375,369,369,423,456,489,534,570,522,564,543,507,633,720,684,645,603,615,549,609,522,525,480,441,393,327,240,183,138,96,66,96,78.7,18282,69,30,96,24,9,15,48,48,72,84,111,171,237,402,600,906,1158,1500,2175,2808,3138,2976,1422,285,96,9,3,6,6,0,3,3,3,0,3,3,6,0,0,9,6,9,12,12,6,9,9,12,12,15,15,15,12,15,12,18,15,21,18,21,21,24,18,24,24,39,30,36,39,45,36,45,42,69,69,60,93,96,81,123,102,102,123,147,141,171,174,198,225,201,195,246,261,252,285,285,276,321,339,441,426,402,444,459,498,534,597,591,585,606,612,624,645,651,660,642,609,585,480,411,336,285,231,156,285,82.8
"Table information:"
"Units:"
"Total all ages: Number, Magnitude = Units"
"Neonatal: Number, Magnitude = Units"
"Post-neonatal: Number, Magnitude = Units"
"Infant: Number, Magnitude = Units"
"1-4 years: Number, Magnitude = Units"
"5-9 years: Number, Magnitude = Units"
"10-14 years: Number, Magnitude = Units"
"15-19 years: Number, Magnitude = Units"
"20-24 years: Number, Magnitude = Units"
"25-29 years: Number, Magnitude = Units"
"30-34 years: Number, Magnitude = Units"
"35-39 years: Number, Magnitude = Units"
"40-44 years: Number, Magnitude = Units"
"45-49 years: Number, Magnitude = Units"
"50-54 years: Number, Magnitude = Units"
"55-59 years: Number, Magnitude = Units"
"60-64 years: Number, Magnitude = Units"
"65-69 years: Number, Magnitude = Units"
"70-74 years: Number, Magnitude = Units"
"75-79 years: Number, Magnitude = Units"
"80-84 years: Number, Magnitude = Units"
"85-89 years: Number, Magnitude = Units"
"90-94 years: Number, Magnitude = Units"
"95-99 years: Number, Magnitude = Units"
"100 years and over: Number, Magnitude = Units"
"Less than 1 year: Number, Magnitude = Units"
"1 year: Number, Magnitude = Units"
"2 years: Number, Magnitude = Units"
"3 years: Number, Magnitude = Units"
"4 years: Number, Magnitude = Units"
"5 years: Number, Magnitude = Units"
"6 years: Number, Magnitude = Units"
"7 years: Number, Magnitude = Units"
"8 years: Number, Magnitude = Units"
"9 years: Number, Magnitude = Units"
"10 years: Number, Magnitude = Units"
"11 years: Number, Magnitude = Units"
"12 years: Number, Magnitude = Units"
"13 years: Number, Magnitude = Units"
"14 years: Number, Magnitude = Units"
"15 years: Number, Magnitude = Units"
"16 years: Number, Magnitude = Units"
"17 years: Number, Magnitude = Units"
"18 years: Number, Magnitude = Units"
"19 years: Number, Magnitude = Units"
"20 years: Number, Magnitude = Units"
"21 years: Number, Magnitude = Units"
"22 years: Number, Magnitude = Units"
"23 years: Number, Magnitude = Units"
"24 years: Number, Magnitude = Units"
"25 years: Number, Magnitude = Units"
"26 years: Number, Magnitude = Units"
"27 years: Number, Magnitude = Units"
"28 years: Number, Magnitude = Units"
"29 years: Number, Magnitude = Units"
"30 years: Number, Magnitude = Units"
"31 years: Number, Magnitude = Units"
"32 years: Number, Magnitude = Units"
"33 years: Number, Magnitude = Units"
"34 years: Number, Magnitude = Units"
"35 years: Number, Magnitude = Units"
"36 years: Number, Magnitude = Units"
"37 years: Number, Magnitude = Units"
"38 years: Number, Magnitude = Units"
"39 years: Number, Magnitude = Units"
"40 years: Number, Magnitude = Units"
"41 years: Number, Magnitude = Units"
"42 years: Number, Magnitude = Units"
"43 years: Number, Magnitude = Units"
"44 years: Number, Magnitude = Units"
"45 years: Number, Magnitude = Units"
"46 years: Number, Magnitude = Units"
"47 years: Number, Magnitude = Units"
"48 years: Number, Magnitude = Units"
"49 years: Number, Magnitude = Units"
"50 years: Number, Magnitude = Units"
"51 years: Number, Magnitude = Units"
"52 years: Number, Magnitude = Units"
"53 years: Number, Magnitude = Units"
"54 years: Number, Magnitude = Units"
"55 years: Number, Magnitude = Units"
"56 years: Number, Magnitude = Units"
"57 years: Number, Magnitude = Units"
"58 years: Number, Magnitude = Units"
"59 years: Number, Magnitude = Units"
"60 years: Number, Magnitude = Units"
"61 years: Number, Magnitude = Units"
"62 years: Number, Magnitude = Units"
"63 years: Number, Magnitude = Units"
"64 years: Number, Magnitude = Units"
"65 years: Number, Magnitude = Units"
"66 years: Number, Magnitude = Units"
"67 years: Number, Magnitude = Units"
"68 years: Number, Magnitude = Units"
"69 years: Number, Magnitude = Units"
"70 years: Number, Magnitude = Units"
"71 years: Number, Magnitude = Units"
"72 years: Number, Magnitude = Units"
"73 years: Number, Magnitude = Units"
"74 years: Number, Magnitude = Units"
"75 years: Number, Magnitude = Units"
"76 years: Number, Magnitude = Units"
"77 years: Number, Magnitude = Units"
"78 years: Number, Magnitude = Units"
"79 years: Number, Magnitude = Units"
"80 years: Number, Magnitude = Units"
"81 years: Number, Magnitude = Units"
"82 years: Number, Magnitude = Units"
"83 years: Number, Magnitude = Units"
"84 years: Number, Magnitude = Units"
"85 years: Number, Magnitude = Units"
"86 years: Number, Magnitude = Units"
"87 years: Number, Magnitude = Units"
"88 years: Number, Magnitude = Units"
"89 years: Number, Magnitude = Units"
"90 years: Number, Magnitude = Units"
"91 years: Number, Magnitude = Units"
"92 years: Number, Magnitude = Units"
"93 years: Number, Magnitude = Units"
"94 years: Number, Magnitude = Units"
"95 years: Number, Magnitude = Units"
"96 years: Number, Magnitude = Units"
